time,ts,count,type
2012-11-03 08:35:00,1351931700,0,coned
2012-11-03 08:40:00,1351932000,0,coned
2012-11-03 08:45:00,1351932300,0,coned
2012-11-03 08:50:00,1351932600,0,coned
2012-11-03 08:55:00,1351932900,0,coned
2012-11-03 09:00:00,1351933200,0,coned
2012-11-03 09:05:00,1351933500,0,coned
2012-11-03 09:10:00,1351933800,0,coned
2012-11-03 09:15:00,1351934100,0,coned
2012-11-03 09:20:00,1351934400,0,coned
2012-11-03 09:25:00,1351934700,1,coned
2012-11-03 09:30:00,1351935000,0,coned
2012-11-03 09:35:00,1351935300,0,coned
2012-11-03 09:40:00,1351935600,0,coned
2012-11-03 09:45:00,1351935900,0,coned
2012-11-03 09:50:00,1351936200,0,coned
2012-11-03 09:55:00,1351936500,0,coned
2012-11-03 10:00:00,1351936800,0,coned
2012-11-03 10:05:00,1351937100,0,coned
2012-11-03 10:10:00,1351937400,0,coned
2012-11-03 10:15:00,1351937700,1,coned
2012-11-03 10:20:00,1351938000,0,coned
2012-11-03 10:25:00,1351938300,0,coned
2012-11-03 10:30:00,1351938600,0,coned
2012-11-03 10:35:00,1351938900,0,coned
2012-11-03 10:40:00,1351939200,0,coned
2012-11-03 10:45:00,1351939500,0,coned
2012-11-03 10:50:00,1351939800,0,coned
2012-11-03 10:55:00,1351940100,0,coned
2012-11-03 11:00:00,1351940400,0,coned
2012-11-03 11:05:00,1351940700,0,coned
2012-11-03 11:10:00,1351941000,0,coned
2012-11-03 11:15:00,1351941300,0,coned
2012-11-03 11:20:00,1351941600,1,coned
2012-11-03 11:25:00,1351941900,0,coned
2012-11-03 11:30:00,1351942200,0,coned
2012-11-03 11:35:00,1351942500,0,coned
2012-11-03 11:40:00,1351942800,0,coned
2012-11-03 11:45:00,1351943100,0,coned
2012-11-03 11:50:00,1351943400,1,coned
2012-11-03 11:55:00,1351943700,0,coned
2012-11-03 12:00:00,1351944000,0,coned
2012-11-03 12:05:00,1351944300,0,coned
2012-11-03 12:10:00,1351944600,0,coned
2012-11-03 12:15:00,1351944900,0,coned
2012-11-03 12:20:00,1351945200,0,coned
2012-11-03 12:25:00,1351945500,0,coned
2012-11-03 12:30:00,1351945800,0,coned
2012-11-03 12:35:00,1351946100,0,coned
2012-11-03 12:40:00,1351946400,0,coned
2012-11-03 12:45:00,1351946700,1,coned
2012-11-03 12:50:00,1351947000,0,coned
2012-11-03 12:55:00,1351947300,1,coned
2012-11-03 13:00:00,1351947600,0,coned
2012-11-03 13:05:00,1351947900,0,coned
2012-11-03 13:10:00,1351948200,0,coned
2012-11-03 13:15:00,1351948500,1,coned
2012-11-03 13:20:00,1351948800,0,coned
2012-11-03 13:25:00,1351949100,1,coned
2012-11-03 13:30:00,1351949400,1,coned
2012-11-03 13:35:00,1351949700,1,coned
2012-11-03 13:40:00,1351950000,0,coned
2012-11-03 13:45:00,1351950300,0,coned
2012-11-03 13:50:00,1351950600,0,coned
2012-11-03 13:55:00,1351950900,0,coned
2012-11-03 14:00:00,1351951200,0,coned
2012-11-03 14:05:00,1351951500,0,coned
2012-11-03 14:10:00,1351951800,0,coned
2012-11-03 14:15:00,1351952100,0,coned
2012-11-03 14:20:00,1351952400,0,coned
2012-11-03 14:25:00,1351952700,0,coned
2012-11-03 14:30:00,1351953000,0,coned
2012-11-03 14:35:00,1351953300,0,coned
2012-11-03 14:40:00,1351953600,0,coned
2012-11-03 14:45:00,1351953900,0,coned
2012-11-03 14:50:00,1351954200,0,coned
2012-11-03 14:55:00,1351954500,0,coned
2012-11-03 15:00:00,1351954800,0,coned
2012-11-03 15:05:00,1351955100,0,coned
2012-11-03 15:10:00,1351955400,1,coned
2012-11-03 15:15:00,1351955700,1,coned
2012-11-03 15:20:00,1351956000,0,coned
2012-11-03 15:25:00,1351956300,0,coned
2012-11-03 15:30:00,1351956600,0,coned
2012-11-03 15:35:00,1351956900,0,coned
2012-11-03 15:40:00,1351957200,1,coned
2012-11-03 15:45:00,1351957500,0,coned
2012-11-03 15:50:00,1351957800,1,coned
